Distance,Speed,TravelMode,ETA,journey_id
1.42,3.0,Walk,31.1,1176
4.09,35.6,Car,9.6,2169
2.78,3.8,Walk,51.2,1540
0.1,18.5,Bike,2.2,2238
11.72,17.1,Car,46.9,680
0.13,3.0,Walk,7.0,1453
3.0,3.0,Walk,66.0,3320
0.6,12.4,Bike,4.1,399
0.35,25.3,Car,8.8,2802
0.94,3.9,Walk,17.0,1877
0.96,30.1,Car,7.0,1789
0.26,3.0,Walk,6.3,587
14.14,31.2,Car,34.9,3628
4.27,39.1,Car,21.9,1428
2.32,3.4,Walk,43.2,3927
7.5,47.4,Car,24.3,849
1.3,3.0,Walk,27.7,136
4.31,9.8,Bike,34.7,3424
0.1,4.4,Walk,3.7,863
0.63,3.0,Walk,13.6,908
0.17,3.0,Walk,4.2,2640
1.09,13.5,Bike,6.7,976
1.88,24.3,Car,14.1,4349
4.32,16.5,Car,22.7,3890
0.78,12.3,Bike,5.9,2819
1.49,11.2,Bike,11.0,2363
6.39,21.9,Car,23.1,1609
4.42,15.0,Car,22.4,538
6.95,15.0,Car,40.1,1468
7.11,42.0,Car,14.5,937
0.58,3.0,Walk,11.9,312
11.19,15.8,Car,51.9,4024
0.95,3.0,Walk,24.3,1142
0.87,3.0,Walk,18.6,2102
0.95,3.2,Walk,22.4,2198
12.18,24.9,Car,37.8,202
0.91,10.2,Bike,9.8,619
1.16,8.9,Bike,12.2,1280
1.28,11.2,Bike,7.9,2636
0.21,3.4,Walk,5.1,109
14.08,39.0,Car,30.9,431
0.11,3.0,Walk,3.1,300
9.03,54.9,Car,15.6,2061
0.47,4.2,Walk,9.6,2822
7.05,39.6,Car,16.1,510
1.74,45.4,Car,7.5,1592
2.09,8.0,Bike,20.0,1362
1.97,3.7,Walk,41.3,4334
1.97,4.2,Walk,31.2,63
1.62,15.1,Car,10.7,2849
0.48,8.0,Bike,9.2,3077
1.49,32.1,Car,13.6,813
18.19,38.5,Car,31.1,4295
10.75,15.0,Car,45.6,3645
0.23,6.3,Walk,3.7,2327
0.22,3.0,Walk,6.8,4300
1.82,12.8,Bike,10.5,3301
0.38,3.0,Walk,8.4,2928
12.2,15.0,Car,60.3,226
0.47,10.7,Bike,6.5,193
0.98,3.0,Walk,24.1,3742
9.61,33.8,Car,20.4,639
0.1,4.3,Walk,4.6,2359
25.0,18.2,Car,79.8,2109
2.54,3.0,Walk,52.6,1901
7.97,16.8,Car,47.1,580
6.07,38.8,Car,14.8,4362
1.1,8.0,Bike,13.3,352
7.6,28.4,Car,27.2,126
1.3,3.5,Walk,25.1,10
8.0,8.0,Bike,67.1,1936
8.65,31.0,Car,33.8,3764
0.43,11.8,Bike,4.6,1614
3.0,8.0,Bike,22.7,1908
0.1,4.3,Walk,3.7,158
0.62,3.0,Walk,13.9,168
0.92,8.0,Bike,9.4,704
0.63,9.4,Bike,5.4,3125
3.52,12.9,Bike,20.0,3042
2.7,3.0,Walk,52.4,3255
1.44,3.1,Walk,30.7,274
13.19,58.0,Car,18.9,4310
0.47,9.5,Bike,7.1,1389
1.69,26.4,Car,7.3,2262
1.48,29.3,Car,5.8,769
1.45,20.4,Car,11.9,1097
9.64,15.0,Car,53.5,518
11.97,20.9,Car,51.1,3023
0.49,3.0,Walk,10.2,2451
5.55,15.0,Car,25.1,2808
0.84,3.0,Walk,19.4,2111
2.33,3.0,Walk,47.4,2744
1.66,21.2,Car,12.6,112
10.13,24.8,Car,31.1,900
5.27,15.5,Car,23.4,4063
4.95,32.7,Car,14.0,344
0.5,3.0,Walk,14.3,4008
2.75,47.6,Car,7.9,1718
4.09,8.0,Bike,41.7,883
3.44,45.4,Car,10.7,767
6.22,37.9,Car,13.7,1669
1.38,10.2,Bike,11.1,2632
4.35,31.6,Car,17.6,4081
2.53,37.1,Car,6.5,2204
3.52,26.2,Car,18.4,3791
11.19,18.7,Car,40.1,1743
10.24,50.7,Car,15.6,3458
0.1,4.5,Walk,3.2,2409
0.1,3.2,Walk,4.4,4338
9.79,36.1,Car,24.5,3539
3.28,16.7,Bike,18.8,141
1.16,8.4,Bike,12.2,1249
8.27,22.8,Car,32.4,2960
8.11,19.6,Car,28.8,4074
0.33,4.4,Walk,6.7,1973
0.1,3.3,Walk,6.2,1358
7.04,15.0,Car,32.3,3476
1.09,8.0,Bike,8.8,386
2.39,22.9,Car,6.2,2190
0.24,3.4,Walk,6.8,246
7.7,23.6,Car,25.5,3897
1.34,28.1,Car,9.3,2249
1.45,8.0,Bike,13.9,1420
8.69,44.8,Car,18.4,1436
3.31,27.4,Car,12.3,86
2.38,21.5,Car,20.0,234
7.64,30.1,Car,18.3,2626
5.11,21.1,Car,19.4,2596
0.96,4.8,Walk,16.6,2540
0.36,3.0,Walk,10.6,3211
9.32,24.2,Car,26.9,3698
0.22,3.3,Walk,7.5,1296
0.1,12.7,Bike,2.1,2333
9.02,24.4,Car,29.2,3943
0.73,3.3,Walk,16.8,2129
8.41,26.6,Car,24.4,735
6.75,32.8,Car,17.4,1674
7.84,45.8,Car,11.9,2100
7.97,28.7,Car,19.8,3753
4.75,32.7,Car,18.9,9
0.26,3.0,Walk,7.3,663
3.0,3.0,Walk,62.8,2254
0.6,3.0,Walk,13.3,3965
7.7,32.9,Car,23.6,1185
13.36,22.4,Car,44.3,3240
5.49,46.7,Car,19.2,2544
5.23,11.4,Bike,30.7,1988
2.11,8.0,Bike,17.1,1571
5.47,36.8,Car,15.4,3045
0.24,3.0,Walk,8.1,3618
0.93,8.0,Bike,11.0,593
0.17,14.3,Bike,6.1,17
0.81,4.4,Walk,12.2,3208
2.37,3.0,Walk,53.5,4246
10.83,73.0,Car,17.5,3801
1.31,3.6,Walk,23.6,349
1.39,4.4,Walk,17.2,4304
1.72,8.0,Bike,18.3,163
7.19,40.8,Car,20.9,3673
0.1,3.0,Walk,6.9,715
0.71,8.0,Bike,11.3,401
1.04,8.0,Bike,10.2,1397
7.71,40.8,Car,14.1,2047
0.41,3.0,Walk,9.0,55
2.29,14.8,Bike,16.4,1582
0.4,3.0,Walk,11.5,2965
8.62,23.1,Car,29.9,503
2.0,15.0,Car,8.7,2925
0.1,4.3,Walk,2.8,1221
0.17,3.0,Walk,4.0,1293
2.28,40.2,Car,10.7,3699
3.42,22.9,Car,19.9,3729
0.21,3.0,Walk,5.2,1652
0.8,4.0,Walk,14.8,3396
3.7,23.8,Car,20.0,1651
5.57,37.1,Car,15.1,4270
9.04,25.7,Car,19.4,1356
11.16,49.1,Car,16.2,389
3.0,3.0,Walk,61.4,3344
3.4,29.4,Car,14.2,1125
0.18,3.0,Walk,9.2,2243
0.73,3.0,Walk,19.1,2446
7.29,15.0,Car,37.4,4005
0.86,3.0,Walk,17.8,1807
7.61,33.8,Car,17.3,3542
9.89,31.7,Car,21.3,1424
7.74,32.5,Car,22.5,4129
1.32,20.4,Car,12.2,1469
3.34,30.0,Car,9.2,1410
0.74,3.0,Walk,13.7,468
1.46,8.0,Bike,17.4,3038
7.25,31.1,Car,30.3,1375
2.36,13.7,Bike,12.3,367
3.76,26.9,Car,14.8,1561
3.91,18.9,Car,15.9,3429
0.15,3.8,Walk,6.0,3999
0.56,3.5,Walk,12.6,630
0.23,3.8,Walk,5.3,1417
9.6,38.4,Car,20.7,2098
0.85,4.3,Walk,13.9,1644
0.28,45.2,Car,8.8,2195
2.33,16.6,Bike,10.9,1191
5.4,15.0,Car,22.2,3336
4.74,26.8,Car,17.6,637
6.2,18.4,Car,23.8,3262
6.4,55.0,Car,8.3,3680
0.75,3.0,Walk,18.5,4331
2.77,15.0,Car,19.9,83
0.73,10.0,Bike,4.8,2789
9.27,15.0,Car,42.3,738
4.95,12.0,Bike,27.1,3798
12.05,35.9,Car,25.7,2084
5.4,12.6,Bike,28.8,1173
1.54,22.4,Car,8.6,3494
0.17,5.5,Walk,3.4,1555
1.63,12.7,Bike,10.7,2183
11.3,15.0,Car,51.9,175
5.06,24.0,Car,16.0,485
4.84,11.8,Bike,29.8,3162
2.61,25.5,Car,13.7,2299
0.1,4.1,Walk,4.2,3172
0.1,14.0,Bike,5.7,1316
6.06,18.0,Car,31.4,3912
5.9,35.6,Car,11.5,3467
1.65,49.7,Car,5.9,457
9.55,15.0,Car,51.0,4077
2.41,18.6,Car,11.4,480
1.02,37.8,Car,11.2,3179
0.76,4.2,Walk,14.1,493
5.36,33.0,Car,11.0,1775
7.91,47.0,Car,20.5,2538
1.23,3.0,Walk,36.5,3326
0.47,14.5,Bike,5.2,3706
5.98,33.9,Car,18.5,1015
3.29,19.1,Car,13.3,3535
4.97,8.0,Bike,36.8,2564
0.1,4.7,Walk,3.8,316
0.1,12.8,Bike,4.7,2298
3.56,23.4,Car,21.6,1338
4.83,38.0,Car,17.3,1796
0.88,13.8,Bike,7.4,2528
0.1,3.6,Walk,3.4,1372
2.5,15.0,Car,24.1,2542
9.7,37.9,Car,25.4,2901
11.09,26.2,Car,25.9,2800
10.82,59.4,Car,17.1,2005
0.12,3.0,Walk,7.3,2904
1.49,13.9,Bike,7.6,2286
0.9,3.5,Walk,16.8,2755
4.64,34.5,Car,13.9,1980
2.1,15.0,Car,13.0,3710
0.39,5.3,Walk,8.1,3304
7.81,23.0,Car,24.6,3019
3.24,18.8,Car,21.2,1180
2.3,8.0,Bike,18.9,393
0.6,22.6,Car,6.1,2324
8.76,20.7,Car,37.6,327
6.2,54.6,Car,5.5,2964
7.03,18.1,Car,29.6,2376
1.3,33.5,Car,13.5,3980
0.32,4.1,Walk,6.6,4117
10.18,16.5,Car,43.8,808
2.38,3.0,Walk,51.5,1984
2.99,54.8,Car,7.9,731
3.16,12.0,Bike,21.4,670
24.59,23.7,Car,65.2,682
0.1,8.0,Bike,3.4,3032
0.88,9.5,Bike,10.1,3843
1.24,13.0,Bike,9.7,1385
1.9,13.4,Bike,10.5,3069
0.1,3.9,Walk,1.6,1174
9.04,20.4,Car,37.5,1721
0.1,4.5,Walk,1.8,3772
0.64,5.2,Walk,11.0,4090
0.1,17.1,Bike,3.7,1096
0.26,8.0,Bike,6.6,2264
3.21,34.5,Car,11.1,874
2.26,8.1,Bike,16.5,3017
13.98,22.0,Car,43.7,2974
4.23,45.2,Car,12.2,1507
0.56,13.8,Bike,5.7,2526
14.44,25.8,Car,43.1,2999
7.15,23.0,Car,22.9,2966
0.7,3.0,Walk,18.4,1684
0.37,3.7,Walk,8.3,1955
14.98,15.0,Car,59.1,4086
1.0,3.0,Walk,23.3,3226
13.57,74.5,Car,14.7,1278
3.0,3.0,Walk,66.6,2385
4.27,15.0,Car,21.7,3117
0.43,3.0,Walk,13.2,2582
3.19,15.0,Car,22.1,29
2.12,35.8,Car,15.7,297
0.26,37.4,Car,11.2,995
1.55,9.9,Bike,15.7,4175
0.1,4.9,Walk,2.9,1921
0.25,4.4,Walk,4.8,1192
4.31,35.3,Car,14.8,2516
1.3,9.7,Bike,11.3,1482
6.36,28.4,Car,18.1,94
6.47,40.6,Car,18.8,2371
5.03,56.2,Car,5.3,3286
5.64,15.4,Car,23.7,2448
4.39,43.9,Car,11.9,292
2.33,36.0,Car,7.0,2012
0.73,8.7,Bike,7.9,472
12.34,53.1,Car,25.0,3196
3.1,51.2,Car,6.2,2947
0.86,9.0,Bike,8.2,2720
2.12,11.6,Bike,17.1,2134
1.98,15.0,Car,12.0,2793
4.18,28.6,Car,22.6,3012
10.65,45.4,Car,17.0,2841
4.68,13.5,Bike,26.8,3102
1.29,10.6,Bike,16.0,4360
0.8,10.7,Bike,7.8,942
5.64,28.4,Car,11.4,2322
9.66,25.2,Car,28.0,1123
3.08,19.0,Car,16.7,2314
5.28,34.2,Car,20.2,4092
0.1,3.0,Walk,6.6,632
8.07,18.0,Car,27.0,3334
0.67,3.2,Walk,17.8,1017
1.57,3.7,Walk,27.3,2677
0.62,4.3,Walk,11.4,3569
5.59,15.0,Car,31.4,3970
7.23,15.1,Car,36.0,2534
8.78,36.1,Car,16.9,1066
0.81,3.0,Walk,23.3,2580
5.11,26.6,Car,18.8,2639
2.72,15.0,Car,13.8,1117
2.74,56.6,Car,7.6,2377
0.17,3.0,Walk,6.8,3614
1.65,13.2,Bike,10.9,3028
7.69,38.6,Car,23.8,1939
4.26,15.0,Car,28.0,2933
11.77,28.2,Car,33.1,1162
6.3,32.1,Car,26.6,285
3.0,3.6,Walk,54.0,2618
1.23,15.1,Bike,7.6,38
4.71,22.9,Car,13.7,4108
3.56,37.3,Car,10.7,1812
0.75,3.0,Walk,19.2,1075
2.0,23.1,Car,22.9,1149
5.32,15.0,Car,28.9,1790
3.36,17.3,Bike,12.0,1141
1.52,3.0,Walk,31.4,2132
0.88,3.0,Walk,19.1,2118
6.71,30.5,Car,22.9,1653
8.03,61.7,Car,11.1,911
0.5,6.2,Walk,7.0,2635
0.1,8.9,Bike,5.5,1306
7.84,15.0,Car,32.9,3024
1.6,25.0,Car,10.5,3863
6.74,17.1,Car,27.3,179
7.02,15.0,Car,35.6,235
0.5,23.1,Car,4.9,3188
1.12,15.0,Car,14.5,362
0.77,4.2,Walk,15.9,1717
0.62,3.7,Walk,13.1,456
1.28,3.1,Walk,24.4,2159
5.49,49.6,Car,20.8,3093
10.95,15.7,Car,46.3,4405
2.98,66.9,Car,5.4,1363
0.31,17.6,Bike,3.3,872
0.97,3.0,Walk,23.8,293
3.11,17.3,Car,24.3,508
1.5,3.1,Walk,33.0,2434
3.89,16.8,Car,19.3,3646
11.77,15.8,Car,48.5,823
9.45,15.0,Car,33.0,3592
1.53,3.0,Walk,35.1,137
0.61,3.0,Walk,11.8,718
5.73,26.7,Car,16.7,2625
2.48,15.0,Car,17.3,4132
0.83,3.1,Walk,19.8,3410
8.11,36.7,Car,14.6,2114
8.76,17.3,Car,36.2,3800
10.68,19.5,Car,43.1,3537
2.17,19.5,Car,16.8,4046
1.44,33.4,Car,6.5,2906
0.55,4.1,Walk,10.2,2223
1.25,3.0,Walk,25.7,3995
0.11,4.7,Walk,2.0,2847
1.14,47.6,Car,6.0,3083
8.15,38.3,Car,21.0,2883
2.52,8.0,Bike,25.1,3439
4.2,15.4,Bike,23.5,3550
5.45,8.0,Bike,49.0,1242
9.51,15.0,Car,49.7,1076
3.56,27.5,Car,16.3,50
7.97,27.2,Car,16.7,1159
0.3,3.5,Walk,9.1,1434
1.31,12.9,Bike,10.7,2175
9.83,15.0,Car,44.3,3391
0.85,15.0,Car,11.2,3676
0.1,3.3,Walk,4.7,4253
0.22,3.5,Walk,6.0,2480
3.69,20.3,Car,17.7,2156
0.45,36.3,Car,1.0,1197
2.96,4.3,Walk,43.7,4345
2.64,3.5,Walk,41.4,3193
11.1,43.3,Car,21.1,3486
10.44,41.7,Car,25.7,3883
3.96,15.3,Car,18.9,4309
1.81,8.0,Bike,18.8,2128
0.12,4.5,Walk,5.4,2271
5.27,8.2,Bike,41.5,1339
5.89,8.7,Bike,40.8,1035
17.92,44.2,Car,28.1,1212
1.51,44.2,Car,9.3,1271
2.27,28.4,Car,8.5,2383
2.76,46.0,Car,10.0,1330
0.89,3.9,Walk,17.2,2226
0.1,8.2,Bike,4.0,2951
0.94,4.3,Walk,16.7,506
0.78,9.5,Bike,7.5,2881
0.1,3.8,Walk,5.0,2150
5.76,15.0,Car,32.5,3685
6.52,26.8,Car,23.2,2143
2.76,43.0,Car,10.1,567
1.33,3.5,Walk,26.5,3889
1.15,4.4,Walk,16.0,365
2.5,18.9,Car,9.0,65
3.89,31.5,Car,16.9,3049
0.34,3.5,Walk,7.6,4136
1.65,9.7,Bike,12.2,2051
0.44,5.2,Walk,8.5,3
0.65,8.0,Bike,7.9,1351
6.81,29.0,Car,19.1,1286
3.44,22.6,Car,13.2,321
11.08,20.5,Car,40.3,2721
4.99,31.7,Car,9.3,576
2.17,11.2,Bike,14.7,1890
5.88,8.0,Bike,44.0,1855
0.35,9.0,Bike,4.4,4245
4.81,16.2,Car,22.1,2779
6.65,15.0,Car,34.5,2052
0.15,3.4,Walk,4.3,947
10.05,42.8,Car,22.8,208
8.34,33.8,Car,19.6,3971
0.28,3.4,Walk,6.5,3281
2.98,11.4,Bike,21.0,3233
0.39,8.0,Bike,6.6,3097
0.72,8.0,Bike,7.1,4395
7.67,40.8,Car,17.9,2246
0.1,3.0,Walk,4.3,3066
2.22,8.0,Bike,23.8,668
1.41,11.0,Bike,12.0,4068
5.5,22.8,Car,24.1,1005
1.81,15.0,Car,22.1,2850
8.84,27.9,Car,18.3,441
3.8,41.3,Car,22.6,3556
1.32,8.0,Bike,10.3,1131
2.23,20.2,Car,16.1,818
7.07,53.0,Car,15.9,2397
4.61,41.4,Car,9.0,1685
1.35,3.0,Walk,30.4,3060
0.21,3.6,Walk,3.7,3358
3.0,38.8,Car,8.8,3472
4.98,28.6,Car,16.8,3303
4.03,16.9,Car,21.0,1073
5.6,40.0,Car,8.3,3442
10.02,29.2,Car,17.3,103
1.05,3.0,Walk,22.2,1477
14.15,23.0,Car,44.5,1893
3.89,15.0,Car,18.6,2955
3.06,15.8,Car,17.8,746
1.67,5.1,Walk,18.7,131
9.01,36.6,Car,21.6,100
12.36,15.8,Car,41.0,917
4.0,18.6,Car,21.2,4013
0.5,14.1,Bike,8.5,4240
3.74,13.0,Bike,20.1,3921
2.06,20.1,Bike,7.8,951
0.81,11.6,Bike,9.3,3916
0.99,3.5,Walk,20.0,2651
0.36,3.2,Walk,7.6,2756
1.57,15.0,Car,11.0,2796
3.24,15.4,Car,21.0,2686
1.82,15.4,Car,12.7,4368
0.57,4.2,Walk,9.6,1370
2.3,20.6,Bike,10.4,4080
8.97,65.2,Car,18.5,2152
25.0,21.2,Car,78.1,5
0.26,3.0,Walk,8.8,1892
5.68,26.4,Car,20.5,4276
3.21,52.9,Car,14.6,1045
1.35,3.7,Walk,24.4,1999
4.1,9.4,Bike,33.8,3393
1.14,9.4,Bike,13.3,2372
18.5,27.3,Car,45.6,1708
0.74,3.4,Walk,16.6,1499
0.76,3.7,Walk,13.5,721
0.16,3.5,Walk,5.9,2345
1.62,21.7,Car,12.9,151
2.19,10.7,Bike,16.4,3238
1.63,10.9,Bike,9.2,4403
3.51,19.7,Car,19.1,1298
2.11,24.5,Car,11.6,4021
0.29,4.5,Walk,6.8,633
1.95,9.2,Bike,17.6,795
0.18,3.3,Walk,7.6,3011
0.83,36.1,Car,12.5,1198
6.07,22.0,Car,27.5,3712
2.82,16.5,Car,15.5,896
0.72,3.0,Walk,14.7,4099
3.62,15.1,Car,22.7,474
5.35,14.3,Bike,22.5,3161
2.56,17.8,Bike,10.9,1246
0.45,8.0,Bike,8.2,2091
0.16,3.7,Walk,4.9,58
1.34,11.3,Bike,13.5,2649
1.66,20.8,Car,6.2,2748
2.12,25.0,Car,14.6,1706
0.45,4.7,Walk,8.4,4010
3.24,36.2,Car,11.9,4085
7.59,18.7,Car,36.5,2124
4.04,15.0,Car,25.6,1111
13.36,32.7,Car,31.2,561
4.22,30.8,Car,11.2,4091
0.7,14.0,Bike,5.0,1873
1.13,3.0,Walk,21.3,3635
4.68,27.3,Car,16.0,1771
2.18,51.0,Car,6.2,1089
0.61,8.2,Bike,7.3,2346
3.42,24.2,Car,18.5,749
5.4,54.5,Car,6.3,2983
3.55,24.3,Car,15.6,525
0.8,3.0,Walk,17.7,3109
2.98,25.4,Car,21.7,3014
1.3,3.6,Walk,26.6,1343
0.47,4.3,Walk,9.1,1311
0.24,3.0,Walk,6.8,381
0.67,12.6,Bike,6.1,105
1.28,13.7,Bike,7.3,1731
0.15,3.0,Walk,4.7,3909
17.99,54.1,Car,22.8,1415
4.1,34.0,Car,17.1,1349
0.58,3.0,Walk,14.7,709
0.6,3.3,Walk,13.8,3570
0.74,3.0,Walk,14.8,3031
4.85,22.6,Car,15.2,122
8.08,29.6,Car,27.5,906
3.5,15.0,Car,24.8,2916
0.8,3.4,Walk,16.7,4332
0.56,18.8,Bike,3.3,2706
3.23,8.3,Bike,25.6,255
11.61,60.4,Car,19.1,521
0.54,3.0,Walk,10.7,1475
1.09,5.2,Walk,14.6,4065
0.99,13.5,Bike,8.9,2869
13.32,28.4,Car,29.9,3252
14.08,45.0,Car,21.7,2527
0.38,20.8,Bike,1.1,2318
13.03,27.0,Car,36.7,1126
7.35,52.2,Car,17.3,3918
1.08,3.4,Walk,21.3,3872
0.37,3.0,Walk,9.4,1281
0.83,3.0,Walk,19.7,2729
5.37,34.1,Car,11.6,2997
7.26,19.2,Car,35.8,2334
1.16,19.9,Car,7.6,2814
0.49,4.2,Walk,9.2,4062
0.1,3.0,Walk,5.5,1055
2.96,17.4,Car,15.1,2737
7.6,34.9,Car,18.2,2731
0.1,3.5,Walk,5.2,3553
0.12,3.0,Walk,6.6,568
1.78,42.2,Car,15.2,1122
8.69,15.6,Car,38.7,2113
0.11,9.0,Bike,8.5,2958
3.22,15.0,Car,15.7,2751
9.72,16.1,Car,37.1,815
11.37,22.6,Car,33.2,2988
12.96,51.0,Car,18.8,1752
5.4,18.3,Car,18.9,2502
1.54,15.0,Car,13.4,3232
12.06,37.0,Car,30.0,2593
2.44,35.9,Car,6.7,877
6.38,20.2,Car,24.4,3122
1.8,8.0,Bike,14.5,967
4.33,28.1,Car,9.8,3674
0.1,8.0,Bike,2.0,1982
9.43,23.3,Car,29.8,1366
4.42,15.0,Car,24.8,3593
8.56,39.8,Car,16.8,4404
0.63,3.0,Walk,18.1,3985
0.22,3.3,Walk,6.9,3468
0.6,3.2,Walk,16.6,3787
1.91,19.1,Car,14.8,1568
0.29,3.0,Walk,7.9,422
1.0,3.0,Walk,23.5,1023
0.47,3.2,Walk,10.6,3343
6.02,15.0,Car,23.5,1947
0.14,3.3,Walk,4.1,3493
3.23,9.9,Bike,22.9,1139
4.49,28.4,Car,21.2,2533
4.82,34.3,Car,16.0,82
4.09,19.7,Car,25.9,2810
2.29,19.3,Car,8.7,1402
0.71,4.6,Walk,9.9,601
0.14,4.6,Walk,4.6,978
6.71,15.0,Car,36.5,458
3.76,16.0,Car,21.9,543
1.02,3.0,Walk,23.6,3946
0.33,4.6,Walk,7.0,687
0.51,3.5,Walk,10.8,3689
7.72,39.0,Car,20.9,625
15.58,25.8,Car,40.9,1490
3.34,35.0,Car,13.4,2713
3.13,36.2,Car,9.5,81
0.82,4.4,Walk,12.1,2794
0.35,3.9,Walk,7.2,523
2.7,15.0,Car,15.9,4051
5.34,16.0,Car,26.0,495
0.1,3.2,Walk,2.4,1090
1.02,3.0,Walk,24.1,3399
10.58,66.8,Car,13.2,479
0.86,13.4,Bike,8.1,3887
10.57,31.9,Car,22.1,527
7.39,32.0,Car,19.7,3613
3.68,32.7,Car,11.4,4166
7.98,41.5,Car,10.9,1593
9.92,31.8,Car,26.0,1396
7.58,25.9,Car,29.1,2504
0.94,18.0,Bike,6.4,2398
2.51,8.0,Bike,24.9,4229
2.73,15.0,Car,12.5,2244
4.6,14.5,Bike,24.3,888
3.78,38.9,Car,9.0,3741
4.66,20.8,Car,15.2,2653
8.47,20.1,Car,25.9,2136
0.74,3.6,Walk,14.1,2724
11.91,25.0,Car,44.2,1148
3.21,23.1,Car,15.2,1716
1.43,36.2,Car,5.8,359
3.22,15.0,Car,15.1,437
5.4,31.3,Car,12.2,3283
3.6,55.8,Car,12.7,4059
1.15,14.9,Bike,7.9,1537
2.29,3.0,Walk,40.9,270
1.16,4.9,Walk,13.5,232
1.08,24.0,Car,7.4,2511
0.63,3.0,Walk,19.0,2411
0.44,14.7,Bike,3.3,1903
3.86,28.2,Car,12.1,2402
0.62,3.9,Walk,12.0,930
0.7,11.0,Bike,9.4,2757
0.88,11.1,Bike,10.2,3511
3.01,31.8,Car,8.9,1255
0.85,3.4,Walk,14.8,1071
3.35,9.2,Bike,29.8,4241
5.97,22.1,Car,21.8,895
6.43,32.9,Car,18.3,3329
10.84,38.6,Car,23.9,191
0.76,36.3,Car,6.2,1758
1.51,3.7,Walk,27.1,789
1.57,3.0,Walk,31.7,223
3.48,10.2,Bike,21.9,3103
0.26,3.0,Walk,7.1,211
0.93,15.0,Car,9.8,1041
0.55,8.0,Bike,9.8,2033
3.95,25.9,Car,14.1,2567
3.13,46.8,Car,5.9,1871
3.31,18.2,Bike,14.4,4380
3.05,51.2,Car,10.0,230
1.92,3.6,Walk,30.2,999
2.0,33.1,Car,8.5,171
1.43,3.0,Walk,33.6,3682
4.63,15.0,Car,24.5,1794
1.85,15.0,Car,10.8,2982
0.57,3.0,Walk,16.9,169
2.73,25.7,Car,12.4,941
4.4,44.4,Car,6.7,1128
4.49,30.3,Car,13.0,4018
5.46,15.0,Car,27.5,643
4.28,32.7,Car,13.4,4312
2.01,8.0,Bike,17.4,1888
0.15,3.8,Walk,4.1,1822
2.56,11.1,Bike,18.0,3836
1.56,41.7,Car,7.2,3746
2.83,9.6,Bike,19.3,144
3.23,30.1,Car,11.1,1168
1.54,31.5,Car,8.7,2584
3.33,36.5,Car,5.6,2185
4.57,35.1,Car,8.7,4104
4.87,32.7,Car,21.4,3487
1.73,75.0,Car,4.5,4251
0.96,8.9,Bike,8.1,2807
0.33,6.1,Walk,4.5,3694
1.78,8.0,Bike,16.0,1020
2.71,15.0,Car,21.1,4383
0.43,5.0,Walk,7.7,2463
3.33,30.3,Car,12.0,1523
0.28,9.5,Bike,7.2,152
0.1,3.0,Walk,4.1,3257
0.9,4.0,Walk,16.1,183
3.89,8.0,Bike,30.4,145
0.67,10.3,Bike,9.1,417
0.86,16.8,Bike,6.7,1194
10.71,24.1,Car,28.9,3477
2.3,11.6,Bike,15.1,1746
2.54,8.0,Bike,24.0,3260
20.05,24.4,Car,62.3,828
3.57,23.0,Car,23.8,261
1.22,21.9,Car,3.0,2431
3.23,29.9,Car,10.9,3617
1.05,18.9,Car,5.1,2832
2.48,23.8,Car,8.2,586
13.97,30.6,Car,32.9,3879
8.09,33.6,Car,21.6,1757
3.94,28.0,Car,11.9,787
0.58,4.4,Walk,10.9,3825
6.59,28.7,Car,21.5,1824
5.78,33.8,Car,13.2,4353
13.93,57.2,Car,19.5,3261
2.6,15.5,Bike,14.1,3671
2.72,8.0,Bike,19.5,4127
2.39,9.3,Bike,14.4,37
1.6,3.1,Walk,28.0,2917
1.71,18.8,Car,18.6,3287
7.34,22.3,Car,24.9,966
5.92,32.4,Car,17.3,269
0.57,3.0,Walk,11.8,3884
9.25,23.3,Car,31.0,4274
1.0,4.6,Walk,18.3,2864
3.29,30.8,Car,11.9,2825
10.87,22.8,Car,37.4,4243
5.38,21.8,Car,19.1,2522
9.57,15.0,Car,41.2,1274
0.81,3.0,Walk,16.1,2130
7.28,13.2,Bike,26.0,2069
0.51,4.0,Walk,10.8,701
6.78,55.4,Car,10.5,1177
5.34,15.0,Car,23.7,203
0.33,13.9,Bike,5.5,1132
3.66,38.7,Car,10.7,2120
2.34,16.1,Car,14.3,3703
2.08,3.0,Walk,50.2,1294
0.7,4.1,Walk,12.3,356
0.1,3.6,Walk,4.2,669
2.17,13.5,Bike,14.3,1036
1.82,4.1,Walk,24.8,1088
1.68,3.0,Walk,34.4,2829
2.8,23.3,Car,11.5,2379
0.27,4.4,Walk,7.4,346
0.55,3.1,Walk,12.2,1762
25.0,36.1,Car,38.8,2784
0.94,3.4,Walk,20.0,2103
1.9,16.1,Bike,9.8,264
3.26,46.7,Car,9.6,4007
12.75,37.4,Car,25.9,3485
7.27,39.0,Car,17.1,3604
3.04,40.1,Car,17.9,4367
0.1,4.4,Walk,3.6,2602
0.43,3.0,Walk,12.7,138
20.64,22.6,Car,55.9,1485
3.44,8.0,Bike,29.1,1301
5.44,16.6,Car,25.3,277
1.83,4.2,Walk,26.1,3457
1.8,25.2,Car,4.5,3001
2.46,21.9,Car,16.8,599
2.61,15.0,Car,17.6,550
1.29,3.1,Walk,28.8,4006
5.06,21.8,Car,23.0,119
