Distance,Speed,TravelMode,ETA,journey_id
0.73,4.0,Walk,12.0,4089
1.88,8.0,Bike,16.4,102
1.35,30.1,Car,9.7,1950
4.62,15.0,Car,24.1,881
0.1,5.6,Walk,5.6,1529
0.69,15.5,Bike,7.7,3275
8.0,23.5,Car,28.9,3947
3.02,15.0,Car,15.5,4296
2.58,16.7,Bike,13.2,3598
8.28,15.0,Car,44.0,3007
1.72,4.4,Walk,26.2,3465
1.54,9.5,Bike,12.9,760
10.06,58.4,Car,21.2,3997
3.27,20.5,Car,16.7,4318
0.13,24.0,Car,9.8,1913
1.06,3.0,Walk,25.9,2289
0.14,3.7,Walk,4.0,4152
2.05,14.9,Bike,12.5,3029
0.76,3.4,Walk,16.0,3118
13.99,33.8,Car,29.0,2985
0.67,3.6,Walk,12.9,2911
6.72,30.9,Car,14.1,2036
4.44,68.9,Car,7.8,3131
9.23,15.0,Car,48.1,570
1.93,53.7,Car,12.6,3656
2.09,3.0,Walk,38.2,1115
0.99,4.8,Walk,16.4,1215
10.67,38.7,Car,22.3,1563
0.1,3.0,Walk,6.6,2708
0.77,3.0,Walk,18.6,307
1.16,3.2,Walk,25.1,1611
0.82,3.0,Walk,18.2,2628
4.94,33.9,Car,19.6,1940
0.1,3.0,Walk,3.6,3497
0.52,22.8,Car,11.3,267
3.91,26.3,Car,12.6,3678
0.14,3.0,Walk,8.3,2287
7.6,25.9,Car,35.3,2892
0.68,8.1,Bike,8.1,3310
1.62,42.3,Car,11.9,963
6.86,15.0,Car,36.6,3955
0.17,3.8,Walk,4.9,4307
5.25,54.2,Car,11.1,106
2.93,3.0,Walk,69.5,3687
0.85,4.2,Walk,14.7,2040
0.53,58.3,Car,1.8,2642
8.39,15.0,Car,38.0,2241
1.12,4.2,Walk,18.9,4299
7.04,52.5,Car,10.0,1678
15.78,20.5,Car,50.9,3305
0.2,8.6,Bike,1.7,1792
0.12,3.8,Walk,3.2,4369
2.16,3.0,Walk,41.1,3151
2.25,3.0,Walk,50.2,99
1.46,3.0,Walk,29.6,2229
14.29,52.7,Car,22.8,282
6.04,26.8,Car,20.8,775
6.28,24.7,Car,22.6,3404
10.79,46.5,Car,25.2,785
4.61,36.2,Car,19.1,222
0.24,5.8,Walk,4.4,3438
11.12,35.3,Car,20.1,2924
16.67,17.6,Car,64.1,3672
5.98,31.8,Car,14.8,3313
0.54,12.5,Bike,6.6,4014
9.77,20.7,Car,42.4,1250
3.62,15.0,Car,23.4,2907
3.73,21.5,Car,20.4,1620
10.31,38.5,Car,26.2,1948
10.56,26.4,Car,30.6,22
5.48,27.8,Car,12.1,1203
0.52,3.0,Walk,13.5,665
7.64,27.2,Car,23.7,123
0.62,3.3,Walk,15.7,2112
0.19,33.4,Car,2.9,3495
0.1,3.4,Walk,5.2,4037
6.59,42.5,Car,18.0,328
5.44,37.9,Car,12.8,4188
0.73,3.0,Walk,15.9,1217
4.67,15.8,Bike,19.5,2603
0.71,8.0,Bike,9.3,4044
2.82,15.0,Car,14.2,3059
7.61,36.3,Car,17.2,1818
9.91,65.3,Car,15.5,2764
6.68,27.3,Car,15.5,2300
0.1,4.6,Walk,3.0,2050
0.42,9.8,Bike,4.9,1190
0.3,3.0,Walk,7.7,56
0.27,3.5,Walk,5.1,2389
1.61,11.9,Bike,14.3,3231
0.85,4.7,Walk,14.9,1058
0.93,24.3,Car,3.9,331
1.88,17.3,Car,15.2,2872
2.99,46.5,Car,14.8,3123
1.56,29.5,Car,10.3,2426
8.46,21.9,Car,25.1,490
0.13,8.0,Bike,1.5,3082
5.92,8.0,Bike,42.2,4249
1.48,27.3,Car,13.6,1444
4.32,48.4,Car,9.6,1847
2.13,15.0,Car,13.4,1310
0.12,4.7,Walk,4.2,4177
2.31,18.5,Car,14.8,1026
0.11,3.0,Walk,4.3,2133
4.51,9.2,Bike,32.0,1970
0.69,3.0,Walk,15.3,337
5.79,32.3,Car,20.4,2413
5.16,37.2,Car,13.2,3892
0.21,14.7,Bike,5.0,3852
0.41,3.0,Walk,12.5,3659
3.35,39.5,Car,24.2,92
0.15,4.8,Walk,3.4,1155
0.32,10.0,Bike,7.5,977
0.7,3.0,Walk,16.4,400
10.43,22.4,Car,33.8,3364
8.99,15.0,Car,36.3,1853
0.98,4.6,Walk,13.1,1889
6.24,33.8,Car,13.1,4192
18.52,50.3,Car,25.2,1208
4.02,16.7,Car,26.9,1815
0.65,3.7,Walk,14.7,1776
5.25,14.2,Bike,27.8,2157
15.74,25.4,Car,43.2,4319
2.94,15.0,Car,20.0,41
2.0,20.5,Car,6.2,3561
14.06,28.2,Car,36.4,54
5.71,40.1,Car,18.9,1977
0.11,3.0,Walk,3.1,4231
0.38,3.0,Walk,7.4,3267
1.6,15.0,Car,15.6,2984
1.41,37.4,Car,4.6,2799
0.74,8.3,Bike,11.5,3040
12.74,20.2,Car,41.4,2497
2.21,16.4,Car,15.2,3711
12.85,32.5,Car,21.1,3767
5.79,18.2,Car,16.1,903
7.93,35.1,Car,20.6,1279
1.31,34.8,Car,12.0,1910
2.94,15.0,Car,14.1,996
0.57,15.0,Car,4.4,3762
0.53,3.0,Walk,13.7,690
0.1,12.5,Bike,1.8,2860
0.11,3.6,Walk,3.3,1260
0.42,4.5,Walk,7.1,2281
0.67,3.0,Walk,15.7,2733
0.94,3.0,Walk,20.1,1724
1.55,14.6,Bike,8.8,1772
3.46,19.4,Car,11.3,2559
0.34,11.4,Bike,4.9,590
5.05,34.8,Car,15.1,3182
0.64,8.1,Bike,11.2,3514
1.17,9.8,Bike,12.4,923
1.13,3.0,Walk,21.9,113
0.9,3.4,Walk,17.4,1710
0.91,3.0,Walk,22.7,1437
0.46,3.3,Walk,11.6,1560
4.14,19.5,Car,22.6,1457
3.58,17.6,Car,18.4,3600
0.58,15.0,Car,16.5,1200
5.69,14.1,Bike,27.2,781
3.79,27.9,Car,16.2,1025
1.22,3.0,Walk,26.6,3929
0.49,12.8,Bike,6.6,1398
8.91,30.0,Car,23.8,1515
3.12,27.4,Car,11.4,2957
5.56,36.3,Car,10.4,1520
4.52,8.2,Bike,33.1,1621
0.2,3.0,Walk,7.1,2106
0.1,8.0,Bike,5.1,303
3.76,31.8,Car,16.7,156
0.5,3.6,Walk,11.7,3862
6.16,15.0,Car,32.1,3856
5.94,69.1,Car,14.2,1467
0.34,3.0,Walk,8.1,3061
2.39,20.1,Bike,9.6,3930
5.23,43.6,Car,11.1,2176
1.48,3.0,Walk,34.9,2144
3.74,32.3,Car,12.7,3709
7.22,35.0,Car,19.7,3418
5.13,15.0,Car,24.4,2095
6.51,16.2,Car,27.7,4135
0.19,10.1,Bike,4.5,1918
1.76,15.0,Car,9.3,3624
0.1,4.8,Walk,3.4,2184
7.61,28.5,Car,19.5,244
0.18,3.6,Walk,5.1,3716
5.19,22.7,Car,13.0,751
24.69,39.6,Car,38.8,3900
4.97,33.8,Car,15.5,1914
0.57,3.3,Walk,13.6,1778
3.53,11.9,Bike,13.3,69
5.64,15.4,Bike,23.7,1403
9.63,15.0,Car,42.4,551
0.42,3.1,Walk,10.6,3006
0.99,12.3,Bike,3.6,857
0.59,8.0,Bike,8.0,4343
4.35,30.1,Car,10.0,4256
0.27,8.4,Bike,1.7,2530
1.13,20.5,Car,5.8,905
15.47,17.7,Car,52.1,2220
0.66,3.0,Walk,18.4,1662
7.32,51.1,Car,14.2,3793
1.55,10.7,Bike,11.9,3875
0.65,4.4,Walk,9.6,1241
5.3,24.3,Car,21.7,957
1.87,15.0,Car,14.1,880
15.98,24.7,Car,46.9,4394
4.54,11.3,Bike,29.5,1348
0.86,3.0,Walk,19.0,971
4.0,42.6,Car,8.9,178
3.35,15.0,Car,18.4,3873
0.58,17.7,Bike,5.5,3065
0.61,3.5,Walk,15.5,4286
0.59,4.4,Walk,10.7,1181
11.15,17.7,Car,39.0,1472
9.09,20.8,Car,34.2,711
0.44,3.1,Walk,12.6,3443
8.32,15.0,Car,45.7,2970
0.81,3.0,Walk,21.5,2470
1.42,27.0,Car,6.8,4060
1.18,32.1,Car,7.7,1380
3.12,32.3,Car,8.5,421
0.1,3.0,Walk,5.0,1578
2.18,3.0,Walk,48.7,3236
18.36,48.0,Car,28.2,1672
0.93,15.0,Car,9.3,3582
10.63,16.9,Car,47.0,4095
8.8,31.7,Car,26.5,1917
4.35,42.8,Car,11.6,2339
9.72,15.0,Car,32.7,605
6.63,45.0,Car,14.8,2837
5.0,11.6,Bike,29.3,1760
7.51,16.1,Bike,28.9,319
0.86,4.2,Walk,14.2,295
6.45,46.2,Car,10.7,1642
0.73,8.0,Bike,12.4,3503
2.6,11.4,Bike,15.9,734
1.33,14.0,Bike,7.4,1252
10.87,22.4,Car,36.7,647
16.49,26.0,Car,39.9,1610
3.42,27.1,Car,11.4,3003
10.25,38.0,Car,17.8,2930
4.49,23.7,Car,19.5,2215
0.25,3.0,Walk,5.9,3169
3.18,16.0,Car,14.9,3942
0.37,3.0,Walk,11.0,2670
2.63,33.0,Car,8.0,2574
2.45,21.1,Car,12.6,1932
0.18,3.2,Walk,6.8,4314
0.45,3.2,Walk,10.0,596
0.57,30.5,Car,5.6,812
0.13,3.0,Walk,6.5,3891
0.34,26.6,Car,5.9,3806
0.59,4.9,Walk,8.3,3841
1.71,18.5,Bike,10.0,2752
8.74,36.2,Car,22.7,3696
7.41,15.0,Car,29.2,2375
3.8,22.5,Car,14.5,2771
16.97,15.8,Car,65.5,3602
0.85,3.0,Walk,14.7,3809
3.89,47.2,Car,9.4,3898
0.1,19.0,Bike,4.1,1500
1.48,56.5,Car,7.4,3501
2.45,15.0,Car,19.2,4002
0.15,3.7,Walk,4.2,2265
3.8,8.7,Bike,32.2,2590
1.14,3.0,Walk,25.0,332
0.43,9.6,Bike,7.2,1645
7.77,18.0,Car,36.0,4009
0.2,3.0,Walk,5.8,4184
1.07,10.7,Bike,10.7,4258
8.38,15.0,Car,51.0,1405
5.91,23.9,Car,14.8,1337
0.83,8.0,Bike,6.5,3227
7.75,22.1,Car,25.7,803
4.08,41.2,Car,11.4,4218
3.0,3.0,Walk,67.8,3357
0.65,3.0,Walk,16.2,1010
6.48,36.4,Car,15.9,4322
7.84,38.7,Car,23.3,2824
0.1,3.6,Walk,1.6,3403
0.41,4.6,Walk,6.9,2418
0.63,3.0,Walk,14.7,273
0.38,9.0,Bike,4.0,876
1.48,3.8,Walk,23.1,4191
5.72,24.5,Car,12.2,3583
1.58,3.6,Walk,33.8,1004
0.52,4.1,Walk,10.5,1458
0.82,8.0,Bike,11.8,3192
3.26,50.0,Car,8.3,1479
0.1,3.0,Walk,5.1,2340
4.9,12.2,Bike,26.9,2826
1.02,10.8,Bike,10.0,360
0.1,3.0,Walk,4.5,3321
0.73,3.0,Walk,13.5,4212
0.79,3.0,Walk,22.1,2813
0.65,3.2,Walk,13.7,268
1.63,3.0,Walk,37.9,3146
10.42,15.0,Car,46.7,1989
0.65,3.9,Walk,12.4,1878
0.21,3.4,Walk,6.4,554
6.37,21.5,Car,23.1,2078
1.92,12.3,Bike,9.8,627
23.4,47.3,Car,34.9,2931
0.84,3.6,Walk,18.0,4168
4.92,25.3,Car,23.4,491
0.9,3.9,Walk,15.8,2336
3.79,29.8,Car,7.8,2734
0.51,3.0,Walk,14.1,311
2.19,48.6,Car,6.4,1077
1.76,12.3,Bike,15.3,3577
0.17,11.5,Bike,4.3,1248
3.05,30.9,Car,5.3,98
1.88,8.6,Bike,14.9,2707
6.36,23.9,Car,17.3,3166
0.1,3.0,Walk,5.2,4375
14.89,39.2,Car,31.4,216
0.23,3.0,Walk,8.5,3874
17.08,45.2,Car,26.0,1060
4.52,15.0,Car,28.2,902
4.52,15.0,Car,29.9,2320
1.48,21.0,Car,13.5,4144
1.19,5.1,Walk,18.0,3137
1.39,4.5,Walk,19.2,1557
8.0,8.0,Bike,64.7,3519
0.13,3.5,Walk,6.7,4356
14.77,79.4,Car,21.9,2208
4.77,15.0,Car,24.5,2551
5.64,30.1,Car,19.3,2671
1.22,3.0,Walk,30.9,3803
0.37,3.8,Walk,7.1,231
0.16,8.0,Bike,5.2,2236
15.85,27.3,Car,43.6,2728
6.65,17.6,Car,24.3,2211
0.37,8.0,Bike,4.7,4219
3.19,10.8,Bike,19.2,866
0.83,8.0,Bike,9.3,3091
3.51,46.5,Car,7.5,1158
4.43,22.4,Car,17.9,685
2.94,44.1,Car,8.7,1501
4.17,40.8,Car,11.8,2049
6.72,15.0,Car,33.1,2141
4.37,34.6,Car,9.4,2736
4.9,21.6,Car,18.4,3896
8.24,15.0,Car,46.3,1414
1.46,13.0,Bike,9.3,4347
2.65,21.6,Car,13.9,949
11.77,23.3,Car,25.7,1625
1.81,39.4,Car,10.7,1218
1.53,3.6,Walk,29.6,368
1.74,36.7,Car,8.3,3191
4.34,8.9,Bike,39.9,2464
1.16,3.0,Walk,27.5,707
8.06,34.7,Car,25.1,2576
1.65,9.3,Bike,18.1,3387
0.1,17.1,Bike,4.0,2060
14.16,50.0,Car,22.7,2492
9.03,36.0,Car,23.9,450
12.65,18.1,Car,41.5,3560
4.59,27.3,Car,13.4,4172
3.96,15.0,Car,28.4,1091
1.9,30.5,Car,7.4,578
4.25,64.5,Car,7.1,628
6.06,36.2,Car,14.0,3799
1.98,11.3,Bike,12.4,115
0.31,3.0,Walk,11.3,3484
0.96,3.0,Walk,20.6,4358
0.39,4.4,Walk,7.4,1161
1.52,8.0,Bike,14.4,3214
1.18,15.0,Car,18.7,218
25.0,22.6,Car,80.5,1147
1.75,3.0,Walk,34.1,2747
0.47,10.6,Bike,8.6,962
7.51,39.8,Car,12.5,1606
0.28,3.0,Walk,7.4,4176
8.36,20.1,Car,30.2,215
8.04,37.6,Car,21.0,974
5.41,21.6,Car,24.5,3009
0.62,12.1,Bike,5.3,1164
1.8,12.5,Bike,15.2,3940
3.16,15.0,Car,13.7,3079
15.36,46.8,Car,24.7,4396
0.1,11.7,Bike,2.1,3034
7.9,15.0,Car,41.1,3147
0.69,4.0,Walk,12.5,3470
2.81,31.3,Car,9.7,201
1.17,25.6,Car,10.1,79
0.37,16.8,Bike,3.1,1136
8.45,39.2,Car,19.4,2833
0.95,8.0,Bike,9.5,1080
0.17,4.2,Walk,6.0,2515
2.24,25.2,Car,7.8,3818
2.12,8.0,Bike,19.4,1737
1.16,15.0,Car,7.7,1665
13.51,40.5,Car,37.7,2274
2.85,15.0,Car,16.6,3960
6.49,45.7,Car,19.2,3866
0.22,5.0,Walk,3.9,416
17.32,27.3,Car,38.9,3228
5.1,22.8,Car,14.7,1365
0.77,9.1,Bike,7.7,2852
0.42,3.7,Walk,9.3,2193
0.44,3.0,Walk,9.7,1137
0.26,4.5,Walk,5.0,654
0.55,4.3,Walk,10.2,2781
0.26,11.6,Bike,4.6,1990
0.19,3.0,Walk,7.8,205
3.51,40.1,Car,10.1,2499
7.56,18.9,Car,28.9,2042
1.75,3.0,Walk,39.7,3081
3.0,3.0,Walk,69.9,1735
4.36,29.8,Car,14.2,1883
0.99,13.2,Bike,7.8,3688
2.38,57.3,Car,3.3,3204
1.67,12.5,Bike,12.7,1911
0.86,4.3,Walk,15.1,1821
1.95,8.0,Bike,21.6,2410
4.14,15.0,Car,21.2,1569
6.05,30.3,Car,17.0,2692
11.75,21.1,Car,37.0,3596
0.87,3.9,Walk,14.5,2472
11.92,15.0,Car,61.4,1320
4.68,15.0,Car,21.2,172
0.49,5.6,Walk,7.0,395
8.49,15.0,Car,37.2,3356
6.96,27.8,Car,28.9,1881
0.69,15.7,Car,11.5,4178
2.08,3.0,Walk,43.9,3566
2.97,34.2,Car,9.5,2495
2.51,65.9,Car,3.0,1315
7.7,24.1,Car,27.6,1695
10.84,15.0,Car,49.3,2306
2.25,19.5,Car,14.5,3939
5.77,15.0,Car,22.7,2002
1.56,3.0,Walk,32.7,684
1.03,3.6,Walk,20.3,4115
1.19,3.0,Walk,23.2,2235
1.13,8.0,Bike,10.3,3864
3.57,31.9,Car,13.5,3747
0.1,14.4,Bike,5.3,3649
4.3,16.6,Bike,18.6,1292
5.14,23.2,Car,19.3,3056
11.87,40.5,Car,21.9,776
3.01,13.1,Bike,18.2,3724
0.93,4.3,Walk,15.3,3522
0.22,3.0,Walk,5.4,1887
11.72,71.5,Car,14.9,3496
14.54,31.9,Car,29.7,1510
2.45,3.0,Walk,46.5,3876
4.25,58.1,Car,7.6,1344
1.9,14.1,Bike,11.3,875
7.14,56.8,Car,16.8,1473
0.23,10.4,Bike,4.8,2660
3.38,15.0,Car,23.7,1806
8.01,31.7,Car,19.0,2003
13.9,40.5,Car,23.7,3335
1.34,14.3,Bike,7.6,2062
1.07,5.4,Walk,14.8,814
2.48,15.0,Car,15.8,2848
5.78,40.5,Car,13.4,2153
0.42,10.9,Bike,2.2,1145
8.0,12.3,Bike,41.5,848
2.79,21.5,Car,15.9,867
11.17,64.3,Car,15.1,3318
2.89,15.0,Car,18.7,1193
2.96,15.0,Car,21.4,574
3.27,24.1,Car,21.6,732
7.26,19.6,Car,25.5,3731
1.32,15.0,Car,15.0,1112
0.49,3.3,Walk,11.2,2820
1.43,3.4,Walk,33.4,1352
3.23,62.0,Car,6.2,4298
0.3,6.2,Walk,6.0,2337
7.17,31.7,Car,23.4,2055
1.92,15.0,Car,12.1,108
2.97,23.6,Car,13.0,2853
2.05,30.0,Car,5.3,444
5.44,27.6,Car,18.1,1714
1.56,3.0,Walk,35.1,2952
12.54,18.7,Car,40.4,1505
9.85,42.9,Car,16.8,2206
3.9,22.3,Car,21.3,1364
2.91,14.5,Bike,17.6,3414
9.84,18.2,Car,37.7,1615
0.41,3.0,Walk,11.1,2034
4.7,15.0,Car,26.8,3107
0.49,11.2,Bike,6.3,676
6.27,22.4,Car,27.8,4111
3.5,15.0,Car,22.2,4202
11.58,49.7,Car,29.3,447
5.56,30.3,Car,15.5,2929
0.98,57.4,Car,11.3,4003
2.47,15.0,Car,14.0,1429
0.5,8.1,Bike,7.3,2624
0.88,3.0,Walk,16.2,2332
0.19,13.8,Bike,5.2,853
2.38,11.4,Bike,16.0,1830
0.75,3.1,Walk,16.8,3409
0.88,54.4,Car,11.1,2471
4.81,43.6,Car,9.9,1583
0.59,19.2,Bike,4.5,3572
0.62,8.0,Bike,9.9,1277
1.68,15.2,Bike,6.7,1702
0.1,18.9,Bike,3.2,3913
4.77,48.7,Car,16.8,284
1.01,3.0,Walk,20.2,1027
2.6,38.8,Car,12.2,3142
1.08,10.6,Bike,6.2,3903
7.56,15.0,Car,32.6,1800
6.98,9.6,Bike,49.3,569
1.88,3.5,Walk,31.2,2285
0.41,5.2,Walk,6.8,1866
0.96,4.8,Walk,12.9,1494
0.15,3.0,Walk,5.9,2368
3.31,30.3,Car,12.0,74
9.21,35.7,Car,23.1,2621
1.77,3.0,Walk,38.1,2082
0.5,15.0,Car,3.5,433
0.62,3.4,Walk,10.8,4101
10.58,24.4,Car,33.5,1633
0.88,4.1,Walk,12.9,2197
3.94,10.8,Bike,25.1,1705
2.17,8.0,Bike,21.2,1313
3.68,42.5,Car,13.9,3339
8.88,21.9,Car,38.3,2237
5.61,13.2,Bike,29.7,3993
5.88,20.3,Car,24.5,4069
7.01,63.3,Car,8.7,648
0.29,5.5,Walk,6.0,2989
0.46,4.4,Walk,10.5,2831
9.04,60.8,Car,14.0,556
1.32,3.0,Walk,29.7,2601
0.3,4.8,Walk,5.1,581
10.38,73.4,Car,17.1,3667
2.7,17.6,Car,14.7,1002
0.22,11.9,Bike,6.9,1433
7.93,39.6,Car,20.5,84
5.78,11.2,Bike,36.5,2466
0.49,3.3,Walk,13.3,2406
0.56,11.8,Bike,6.1,1859
1.81,25.5,Car,7.3,3245
0.59,8.0,Bike,4.2,891
5.35,25.3,Car,18.0,451
2.98,24.1,Car,13.5,4027
7.62,32.4,Car,24.3,4016
8.27,15.0,Car,35.8,691
1.02,3.2,Walk,21.0,4154
4.14,15.0,Car,26.1,1093
16.84,39.0,Car,34.6,1070
9.41,29.4,Car,25.5,3063
1.67,3.0,Walk,36.4,338
3.43,18.8,Car,14.4,3345
2.68,22.7,Car,12.1,4163
0.22,4.8,Walk,6.2,3692
2.52,8.0,Bike,26.1,4282
3.0,4.0,Walk,50.1,3306
13.66,43.9,Car,22.4,3878
0.87,3.0,Walk,19.5,1488
7.46,8.0,Bike,53.0,278
8.3,21.1,Car,27.5,280
5.73,10.9,Bike,34.8,3481
4.44,8.1,Bike,36.0,2177
